last_name,BB,HR,HP,FC,id,first_name,ROE,PA,TB,IBB,AB,D,H,K,team,S,T,SLG,OBP,OPS,SH,Year,AVG,SF
Grace,75,13,0,0,gracm001,Mark,10,598,233,8,519,28,160,42,CHN,116,3,0.449,0.393,0.842,3,1989,0.308,4
Bair,0,0,0,0,baird001,Doug,0,5,2,0,5,1,1,3,PIT,0,0,0.4,0.2,0.6,0,1989,0.2,0
Madrid,1,0,0,0,madra001,Alex,0,7,0,0,6,0,0,3,PHI,0,0,0.0,0.143,0.143,0,1989,0.0,0
Wallach,55,13,1,0,wallt001,Tim,9,641,240,7,576,42,159,77,MON,104,0,0.417,0.335,0.752,0,1989,0.276,9
Litton,7,4,1,0,littg001,Greg,2,160,59,0,150,5,36,28,SFN,24,3,0.393,0.275,0.668,4,1989,0.24,2
Richie,5,1,0,0,richr001,Rob,0,57,24,1,51,4,13,10,DET,6,2,0.471,0.316,0.787,1,1989,0.255,1
Sax,49,5,1,0,sax-s001,Steve,10,727,252,0,672,26,205,44,NYA,171,3,0.375,0.351,0.726,8,1989,0.305,5
Scott,0,0,0,0,scotd002,Dickie,0,2,0,0,2,0,0,0,OAK,0,0,0.0,0.0,0.0,0,1989,0.0,0
Andersen,0,0,0,0,andel001,Larry,0,5,1,0,5,0,1,2,HOU,1,0,0.2,0.2,0.4,1,1989,0.2,0
Datz,1,0,1,0,datzj001,Jeff,0,12,2,0,10,0,2,1,DET,2,0,0.2,0.333,0.533,0,1989,0.2,0
Hartley,0,0,0,0,hartm002,Mike,0,1,0,0,1,0,0,0,LAN,0,0,0.0,0.0,0.0,0,1989,0.0,0
McCament,0,0,0,0,mccar001,Randy,0,3,1,0,3,0,1,1,SFN,1,0,0.333,0.333,0.666,0,1989,0.333,0
Nichols,0,0,0,0,nichc001,Carl,0,13,1,0,13,0,1,3,HOU,1,0,0.077,0.077,0.154,0,1989,0.077,0
Seitzer,96,4,5,0,seitk001,Kevin,7,721,201,2,611,17,168,75,KCA,145,2,0.329,0.373,0.702,4,1989,0.275,9
Strange,17,1,1,0,strad002,Doug,2,221,51,0,201,4,42,35,DET,36,1,0.254,0.273,0.527,3,1989,0.209,1
Strawberry,57,29,1,0,strad001,Darryl,8,546,222,9,478,26,107,104,NYN,51,1,0.464,0.302,0.766,0,1989,0.224,10
Blocker,1,0,0,0,bloct001,Terry,1,32,8,0,31,1,7,5,ATL,6,0,0.258,0.25,0.508,0,1989,0.226,0
Ventura,8,0,1,0,ventr001,Robin,1,62,11,0,50,3,8,6,CHA,5,0,0.22,0.274,0.494,1,1989,0.16,3
Martinez,16,2,3,0,marte001,Edgar,2,201,52,0,178,5,41,26,SEA,34,0,0.292,0.299,0.591,2,1989,0.23,4
Camacho,0,0,0,0,camae001,Ernie,0,1,0,0,1,0,0,0,SFN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Hershiser,4,0,0,0,herso001,Orel,0,105,20,0,98,4,14,25,LAN,9,1,0.204,0.171,0.375,10,1989,0.143,3
Aguilera,1,0,0,0,aguir001,Rick,0,8,0,0,7,0,0,2,NYN,0,0,0.0,0.125,0.125,0,1989,0.0,0
Wellman,7,2,1,0,wellb001,Brad,4,192,51,0,184,4,41,36,KCA,35,0,0.277,0.255,0.532,3,1989,0.223,0
Traber,19,4,0,0,trabj001,Jim,4,263,69,1,240,8,49,42,BAL,37,0,0.287,0.259,0.546,1,1989,0.204,4
Hayes,10,8,0,0,hayec001,Charlie,3,325,119,0,311,15,78,50,SFN,54,1,0.383,0.271,0.654,2,1989,0.251,4
Abner,3,2,0,0,abnes001,Shawn,0,106,28,0,102,4,18,19,SDN,12,0,0.275,0.198,0.473,0,1989,0.176,1
Gooden,0,0,0,0,goodd001,Dwight,0,49,11,0,47,3,8,7,NYN,5,0,0.234,0.163,0.397,3,1989,0.17,2
White,30,12,2,0,whitd001,Devon,7,685,236,2,650,18,156,127,CAL,113,13,0.363,0.274,0.637,7,1989,0.24,3
Carman,0,0,0,0,carmd001,Don,0,48,1,0,48,0,1,13,PHI,1,0,0.021,0.021,0.042,7,1989,0.021,0
Raines,84,9,3,0,raint001,Tim,3,614,216,9,521,29,148,47,MON,104,6,0.415,0.383,0.798,0,1989,0.284,6
Meulens,2,0,0,0,meulh001,Hensley,0,30,5,0,28,0,5,8,NYA,5,0,0.179,0.233,0.412,0,1989,0.179,0
Benzinger,38,17,2,0,benzt001,Todd,11,688,239,7,637,28,154,113,CIN,106,3,0.375,0.282,0.657,4,1989,0.242,11
Wilson,1,0,0,0,wilss001,Steve,0,19,1,0,18,0,1,3,CHN,1,0,0.056,0.105,0.161,1,1989,0.056,0
Rijo,1,0,0,0,rijoj001,Jose,0,42,9,0,40,1,8,11,CIN,7,0,0.225,0.214,0.439,1,1989,0.2,1
Whitehurst,1,0,0,0,whitw001,Wally,0,4,0,0,3,0,0,1,NYN,0,0,0.0,0.25,0.25,1,1989,0.0,0
Murphy,58,20,2,0,murpd001,Dale,8,648,207,4,578,16,131,140,ATL,95,0,0.358,0.295,0.653,0,1989,0.227,10
Murphy,29,9,0,0,murpd002,Dwayne,0,185,66,2,155,5,34,43,PHI,20,0,0.426,0.341,0.767,0,1989,0.219,1
Molitor,61,11,4,0,molip001,Paul,12,706,270,1,631,35,194,66,MIL,144,4,0.428,0.367,0.795,4,1989,0.307,10
Davis,63,34,1,0,davie001,Eric,5,547,250,7,471,14,130,114,CIN,80,2,0.531,0.355,0.886,0,1989,0.276,12
Sanderson,5,0,0,0,sands001,Scott,0,61,2,0,55,0,2,22,CHN,2,0,0.036,0.115,0.151,6,1989,0.036,1
Boston,22,5,0,0,bostd001,Daryl,2,250,81,1,227,3,55,31,CHA,43,4,0.357,0.308,0.665,4,1989,0.242,1
Gallego,35,3,6,0,gallm001,Mike,6,423,117,0,376,14,90,43,OAK,71,2,0.311,0.31,0.621,8,1989,0.239,6
Madden,0,0,0,0,maddm003,Morris,0,7,0,0,7,0,0,1,PIT,0,0,0.0,0.0,0.0,3,1989,0.0,0
Maddux,1,0,0,0,maddm002,Mike,0,13,0,0,12,0,0,1,PHI,0,0,0.0,0.077,0.077,1,1989,0.0,0
Scott,2,1,0,0,scotm001,Mike,0,97,13,0,94,0,10,31,HOU,9,0,0.138,0.124,0.262,9,1989,0.106,1
Ramirez,27,6,0,0,ramir001,Rafael,9,587,174,1,550,20,132,62,HOU,104,2,0.316,0.271,0.587,6,1989,0.24,10
McGriff,1,0,0,0,mcgrt002,Terry,0,12,3,0,11,0,3,3,CIN,3,0,0.273,0.333,0.606,0,1989,0.273,0
Pettis,84,1,0,0,pettg001,Gary,4,545,137,0,459,8,114,105,DET,99,6,0.298,0.363,0.661,8,1989,0.248,2
Clements,0,0,0,0,clemp001,Pat,0,6,0,0,6,0,0,4,SDN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Mercker,0,0,0,0,merck001,Kent,0,1,0,0,1,0,0,0,ATL,0,0,0.0,0.0,0.0,0,1989,0.0,0
Miller,0,0,0,0,millk002,Keith,0,10,4,0,10,1,3,3,PHI,2,0,0.4,0.3,0.7,0,1989,0.3,0
Thompson,35,4,4,0,thomm001,Milt,2,589,214,1,546,28,158,89,SLN,118,8,0.392,0.334,0.726,0,1989,0.289,4
Huson,5,0,0,0,husoj001,Jeff,1,85,17,2,80,5,12,6,MON,7,0,0.212,0.2,0.412,3,1989,0.15,0
Youmans,0,0,0,0,youmf001,Floyd,0,15,1,0,15,0,1,6,PHI,1,0,0.067,0.067,0.134,1,1989,0.067,0
Garcia,0,0,0,0,garcm001,Miguel,0,1,1,0,1,0,1,0,PIT,1,0,1.0,1.0,2.0,0,1989,1.0,0
Thornton,0,0,0,0,thorl001,Lou,3,13,5,0,13,1,4,1,NYN,3,0,0.385,0.308,0.693,0,1989,0.308,0
Alvarez,0,0,0,0,alvaj001,Jose,0,7,0,0,7,0,0,2,ATL,0,0,0.0,0.0,0.0,2,1989,0.0,0
Gonzales,12,1,0,0,gonzr001,Rene,1,191,43,0,178,4,36,29,BAL,31,0,0.242,0.251,0.493,6,1989,0.202,1
Eisenreich,30,9,0,0,eisej001,Jim,7,520,213,2,483,33,139,42,KCA,90,7,0.441,0.325,0.766,3,1989,0.288,7
Jackson,34,32,3,0,jackb001,Bo,5,560,255,3,518,15,132,171,KCA,79,6,0.492,0.302,0.794,0,1989,0.255,5
Thomas,12,13,0,0,thoma001,Andres,4,577,175,3,557,18,118,59,ATL,87,0,0.314,0.225,0.539,1,1989,0.212,8
Romero,6,1,1,0,romee001,Ed,0,197,50,0,187,8,39,16,MIL,30,0,0.267,0.234,0.501,2,1989,0.209,3
Williams,0,0,1,0,willd001,Dana,0,6,2,0,5,1,1,1,BOS,0,0,0.4,0.333,0.733,0,1989,0.2,0
Wetteland,0,0,0,0,wettj001,John,1,31,4,0,31,1,3,10,LAN,2,0,0.129,0.097,0.226,5,1989,0.097,0
Foley,42,7,3,0,folet001,Tom,2,433,130,1,383,19,86,49,MON,58,2,0.339,0.303,0.642,4,1989,0.225,5
McGaffigan,0,0,0,0,mcgaa001,Andy,0,1,1,0,1,0,1,0,MON,1,0,1.0,1.0,2.0,0,1989,1.0,0
Carter,35,35,8,0,cartj001,Joe,4,709,303,4,658,32,158,110,CLE,87,4,0.46,0.283,0.743,2,1989,0.24,8
Sorrento,5,0,0,0,sorrp001,Paul,0,28,5,1,22,0,5,4,MIN,5,0,0.227,0.357,0.584,0,1989,0.227,1
Young,5,1,1,0,younm002,Mike,0,66,14,0,59,0,11,13,CLE,10,0,0.237,0.258,0.495,0,1989,0.186,1
Blankenship,8,1,0,0,blanl001,Lance,0,141,39,0,132,5,29,31,OAK,22,1,0.295,0.262,0.557,3,1989,0.22,1
Booker,0,0,0,0,bookr001,Rod,0,8,2,0,8,0,2,1,SLN,2,0,0.25,0.25,0.5,0,1989,0.25,0
Gonzalez,0,0,1,0,gonzd001,Denny,0,20,6,0,19,1,5,4,CLE,4,0,0.316,0.3,0.616,1,1989,0.263,0
Francona,6,3,0,0,frant001,Terry,0,245,75,1,237,10,54,20,MIL,40,1,0.316,0.245,0.561,1,1989,0.228,2
Rivera,20,5,1,0,rivel001,Luis,3,357,117,1,332,17,83,60,BOS,60,1,0.352,0.291,0.643,4,1989,0.25,4
Maldonado,32,9,3,0,maldc001,Candy,5,388,125,0,350,23,75,69,SFN,43,0,0.357,0.284,0.641,1,1989,0.214,3
Hurst,9,0,0,0,hursb001,Bruce,1,95,5,0,86,0,5,47,SDN,5,0,0.058,0.147,0.205,8,1989,0.058,0
Parent,6,7,0,0,parem001,Mark,2,157,52,0,147,4,27,34,SDN,16,0,0.354,0.21,0.564,1,1989,0.184,4
Polidor,6,0,2,0,polig001,Gus,3,190,41,0,181,7,34,18,MIL,27,0,0.227,0.221,0.448,3,1989,0.188,1
Blankenship,0,0,0,0,blank001,Kevin,0,1,0,0,1,0,0,1,CHN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Blauser,37,12,1,0,blauj001,Jeff,7,518,187,1,476,24,123,101,ATL,85,2,0.393,0.311,0.704,8,1989,0.258,4
Lombardozzi,4,1,0,0,lombs001,Steve,1,41,16,1,37,3,8,9,HOU,3,1,0.432,0.293,0.725,0,1989,0.216,0
Dunston,24,9,1,0,dunss001,Shawon,7,516,190,10,483,20,131,82,CHN,96,6,0.393,0.302,0.695,6,1989,0.271,8
Johnson,0,0,0,0,johnr005,Randy,0,11,1,0,11,0,1,3,SEA,1,0,0.091,0.091,0.182,2,1989,0.091,0
Coleman,50,2,2,0,colev001,Vince,6,633,188,0,578,21,143,89,SLN,111,9,0.325,0.308,0.633,7,1989,0.247,3
Valenzuela,0,0,0,0,valef001,Fernando,1,80,14,0,80,2,12,11,LAN,10,0,0.175,0.15,0.325,7,1989,0.15,0
Braggs,41,15,4,0,bragg001,Glenn,9,577,190,3,525,12,127,109,MIL,97,3,0.362,0.298,0.66,3,1989,0.242,7
O'Neal,0,0,0,0,onear001,Randy,0,5,0,0,5,0,0,0,PHI,0,0,0.0,0.0,0.0,0,1989,0.0,0
Sheets,20,7,3,0,sheel001,Larry,4,336,109,4,308,12,74,57,BAL,54,1,0.354,0.289,0.643,0,1989,0.24,5
McGriff,111,36,4,0,mcgrf001,Fred,5,674,289,4,554,27,148,128,TOR,82,3,0.522,0.39,0.912,1,1989,0.267,5
Biggio,47,13,6,0,biggc001,Craig,11,521,178,6,460,21,114,64,HOU,78,2,0.387,0.321,0.708,6,1989,0.248,8
Jefferies,33,12,5,0,jeffg001,Gregg,5,562,199,2,516,28,131,45,NYN,89,2,0.386,0.301,0.687,2,1989,0.254,8
Yelding,7,0,1,0,yelde001,Eric,0,106,23,0,96,2,21,19,HOU,19,0,0.24,0.274,0.514,2,1989,0.219,2
Keedy,2,0,0,0,keedp001,Pat,1,16,5,0,14,2,3,5,CLE,1,0,0.357,0.312,0.669,0,1989,0.214,0
Ruffin,6,0,0,0,ruffb001,Bruce,0,41,7,0,35,1,6,14,PHI,5,0,0.2,0.293,0.493,1,1989,0.171,0
Bush,44,14,3,0,bushr001,Randy,4,441,170,2,391,17,103,71,MIN,68,4,0.435,0.34,0.775,0,1989,0.263,3
Incaviglia,32,21,6,0,incap001,Pete,4,495,205,0,453,27,107,132,TEX,55,4,0.453,0.293,0.746,0,1989,0.236,4
Aldrich,0,0,0,0,aldrj001,Jay,0,1,0,0,1,0,0,1,MIL,0,0,0.0,0.0,0.0,0,1989,0.0,0
Williams,14,18,2,0,willm003,Matt,7,315,133,1,295,18,59,71,SFN,22,1,0.451,0.238,0.689,1,1989,0.2,4
Hrbek,50,25,1,0,hrbek001,Kent,4,435,194,1,379,17,102,33,MIN,60,0,0.512,0.352,0.864,1,1989,0.269,5
Jackson,0,0,0,0,jackd001,Danny,1,44,9,0,44,1,8,22,CIN,7,0,0.205,0.182,0.387,4,1989,0.182,0
Presley,18,12,1,0,presj001,Jim,7,419,150,0,396,20,92,105,SEA,59,1,0.379,0.265,0.644,3,1989,0.232,4
Jackson,10,4,0,0,jackd002,Darrin,1,184,56,2,172,7,37,34,SDN,26,0,0.326,0.255,0.581,0,1989,0.215,2
Smith,31,9,2,0,smitd003,Dwight,3,383,169,0,349,19,111,48,CHN,77,6,0.484,0.376,0.86,4,1989,0.318,1
Dayley,0,0,0,0,daylk001,Ken,0,5,0,0,5,0,0,2,SLN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Smith,0,0,0,0,smitd001,Dave,0,1,0,0,1,0,0,1,HOU,0,0,0.0,0.0,0.0,0,1989,0.0,0
Fields,0,0,0,0,fielb001,Bruce,0,3,2,0,3,1,1,1,SEA,0,0,0.667,0.333,1.0,0,1989,0.333,0
Spiers,20,4,1,0,spieb001,Bill,4,378,115,0,354,9,88,62,MIL,72,3,0.325,0.288,0.613,4,1989,0.249,3
Valle,28,7,6,0,valld001,Dave,6,360,112,1,321,10,75,32,SEA,55,3,0.349,0.303,0.652,1,1989,0.234,5
Jefferson,4,4,1,0,jeffs001,Stan,3,148,53,0,140,7,34,25,NYA,23,0,0.379,0.264,0.643,0,1989,0.243,3
Flannery,13,0,0,0,flant001,Tim,2,146,35,0,132,5,30,19,SDN,25,0,0.265,0.295,0.56,1,1989,0.227,1
Mizerock,0,0,0,0,mizej001,John,0,27,6,0,27,0,6,3,ATL,6,0,0.222,0.222,0.444,0,1989,0.222,0
Beatty,0,0,0,0,beatb001,Blaine,0,2,1,0,2,0,1,0,NYN,1,0,0.5,0.5,1.0,0,1989,0.5,0
Benes,0,1,0,0,benea001,Andy,0,26,9,0,26,0,6,12,SDN,5,0,0.346,0.231,0.577,1,1989,0.231,0
Pena,0,0,0,0,penaa001,Alejandro,0,1,1,0,1,0,1,0,LAN,1,0,1.0,1.0,2.0,0,1989,1.0,0
Ontiveros,1,0,0,0,ontis001,Steve,0,13,2,0,12,1,1,2,PHI,0,0,0.167,0.154,0.321,0,1989,0.083,0
Baker,9,0,2,0,baked001,Doug,1,95,30,0,83,5,23,18,MIN,17,1,0.361,0.358,0.719,2,1989,0.277,1
Anderson,38,4,3,0,andeb001,Brady,3,317,83,1,276,12,55,45,BAL,37,2,0.301,0.303,0.604,5,1989,0.199,0
Henderson,123,12,3,0,hendr001,Rickey,10,677,216,2,545,26,148,68,OAK,107,3,0.396,0.405,0.801,0,1989,0.272,6
Valdez,0,0,0,0,valds001,Sergio,0,1,1,0,1,0,1,0,ATL,1,0,1.0,1.0,2.0,0,1989,1.0,0
Brower,6,2,0,0,browb002,Rob,2,74,25,0,68,3,16,10,NYA,11,0,0.368,0.297,0.665,0,1989,0.235,0
Romine,20,1,2,0,romik001,Kevin,4,310,91,0,283,13,75,53,BOS,61,0,0.322,0.313,0.635,3,1989,0.265,5
Reynolds,16,2,0,0,reync001,Craig,1,217,48,2,199,4,38,18,HOU,32,0,0.241,0.249,0.49,5,1989,0.191,2
Trillo,2,0,1,0,trilm001,Manny,0,42,8,0,39,0,8,9,CIN,8,0,0.205,0.262,0.467,0,1989,0.205,0
Burke,1,0,0,0,burkt001,Tim,0,4,0,0,3,0,0,3,MON,0,0,0.0,0.25,0.25,0,1989,0.0,0
Bonds,83,19,1,0,bondb001,Barry,7,678,247,13,586,34,144,93,PIT,85,6,0.422,0.336,0.758,1,1989,0.246,8
Hubbard,18,3,0,0,hubbg001,Glenn,3,156,41,0,135,6,26,20,OAK,17,0,0.304,0.282,0.586,1,1989,0.193,3
Nolte,0,0,0,0,nolte001,Eric,0,2,0,0,2,0,0,1,SDN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Elster,28,10,2,0,elstk001,Kevin,8,516,165,5,478,25,106,77,NYN,69,2,0.345,0.264,0.609,6,1989,0.222,8
Calderon,38,14,3,0,caldi001,Ivan,8,681,272,2,631,34,178,93,CHA,121,9,0.431,0.322,0.753,2,1989,0.282,9
Nokes,16,9,2,0,nokem001,Matt,2,295,104,0,271,10,67,36,DET,48,0,0.384,0.288,0.672,1,1989,0.247,6
Smith,76,21,11,0,smitl002,Lonnie,5,581,257,3,486,34,152,90,ATL,93,4,0.529,0.411,0.94,1,1989,0.313,8
Oberkfell,10,2,2,0,oberk001,Ken,2,179,56,0,163,6,42,10,SFN,33,1,0.344,0.302,0.646,2,1989,0.258,4
Dorsett,1,0,0,0,dorsb001,Brian,0,23,9,0,22,1,8,3,NYA,7,0,0.409,0.391,0.8,0,1989,0.364,0
Wilson,0,0,0,0,wilsj001,Jim,0,8,0,0,8,0,0,3,SEA,0,0,0.0,0.0,0.0,0,1989,0.0,0
Canale,2,1,0,0,canag001,George,2,30,9,0,28,1,5,3,MIL,3,0,0.321,0.233,0.554,1,1989,0.179,0
Allanson,22,3,4,0,allaa001,Andy,5,367,95,1,337,9,75,46,CLE,62,1,0.282,0.275,0.557,6,1989,0.223,4
Gant,20,9,1,0,gantr001,Ron,3,291,87,0,265,8,46,62,ATL,26,3,0.328,0.23,0.558,2,1989,0.174,5
Melvin,13,1,0,0,melvb001,Bob,5,306,82,1,292,10,67,52,BAL,55,1,0.281,0.261,0.542,7,1989,0.229,1
Schmidt,19,6,0,0,schmm001,Mike,6,175,55,2,151,7,30,17,PHI,17,0,0.364,0.28,0.644,0,1989,0.199,5
Duncan,8,3,5,0,duncm001,Mariano,1,275,92,0,261,15,64,50,LAN,44,2,0.352,0.28,0.632,2,1989,0.245,1
Schaefer,0,0,0,0,schaj001,Jeff,0,12,1,0,12,0,1,2,CHA,1,0,0.083,0.083,0.166,1,1989,0.083,0
Griffey,38,16,2,0,grifk002,Ken,10,503,191,2,458,23,120,80,SEA,81,0,0.417,0.318,0.735,1,1989,0.262,5
Griffey,27,8,1,0,grifk001,Ken,2,264,100,2,236,8,62,42,CIN,43,3,0.424,0.341,0.765,0,1989,0.263,0
Lindeman,3,0,0,0,lindj001,Jim,2,52,6,0,48,1,5,18,SLN,4,0,0.125,0.154,0.279,1,1989,0.104,1
Lyons,11,3,2,0,lyonb002,Barry,2,255,80,1,238,13,58,26,NYN,42,0,0.336,0.278,0.614,1,1989,0.244,4
Rose,2,1,1,0,roseb001,Bobby,1,43,16,0,40,1,8,10,CAL,4,2,0.4,0.256,0.656,1,1989,0.2,0
Davis,51,22,0,0,davic001,Chili,5,627,244,2,570,24,152,107,CAL,105,1,0.428,0.324,0.752,3,1989,0.267,6
Brock,37,12,3,0,brocg001,Greg,2,421,151,2,378,16,99,49,MIL,71,0,0.399,0.33,0.729,2,1989,0.262,3
Clark,3,1,0,0,clarj002,Jerald,0,44,13,0,41,2,8,9,SDN,5,0,0.317,0.25,0.567,0,1989,0.195,0
Sharperson,3,0,0,0,sharm001,Mike,2,36,10,0,31,3,7,7,LAN,4,0,0.323,0.278,0.601,1,1989,0.226,2
Clark,119,26,1,0,clarj001,Jack,5,585,209,7,457,19,110,142,SDN,64,1,0.457,0.394,0.851,0,1989,0.241,7
Ojeda,3,0,0,0,ojedb001,Bobby,1,80,7,0,77,0,7,13,NYN,7,0,0.091,0.125,0.216,6,1989,0.091,0
Lansford,47,2,9,0,lansc001,Carney,11,617,223,0,556,28,185,24,OAK,153,2,0.401,0.391,0.792,1,1989,0.333,5
Fitzgerald,33,7,2,0,fitzm001,Mike,4,333,112,1,296,18,69,61,MON,42,2,0.378,0.312,0.69,2,1989,0.233,2
Barrett,1,0,0,0,barrt002,Tom,1,34,6,0,33,0,6,7,PHI,6,0,0.182,0.206,0.388,3,1989,0.182,0
Pardo,0,0,0,0,parda001,Al,0,1,0,0,1,0,0,0,PHI,0,0,0.0,0.0,0.0,0,1989,0.0,0
Whitaker,84,28,3,0,whitl001,Lou,6,615,235,1,519,21,128,58,DET,78,1,0.453,0.35,0.803,1,1989,0.247,9
Bielecki,3,0,0,0,bielm001,Mike,3,91,3,0,88,0,3,35,CHN,3,0,0.034,0.066,0.1,9,1989,0.034,0
Russell,7,2,1,0,russj002,John,2,168,37,0,159,2,29,52,ATL,25,0,0.233,0.22,0.453,0,1989,0.182,1
Lawton,0,0,0,0,lawtm001,Marcus,0,14,3,0,14,0,3,3,NYA,3,0,0.214,0.214,0.428,0,1989,0.214,0
Swan,0,0,0,0,swanr001,Russ,0,2,0,0,2,0,0,0,SFN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Karkovice,10,3,2,0,karkr001,Ron,3,214,70,0,198,9,48,56,CHA,34,2,0.354,0.28,0.634,7,1989,0.242,4
Newman,59,0,2,0,newma001,Al,7,537,135,0,470,18,113,46,MIN,93,2,0.287,0.324,0.611,10,1989,0.24,6
Kunkel,20,8,3,0,kunkj001,Jeff,6,334,128,0,311,21,79,73,TEX,48,2,0.412,0.305,0.717,10,1989,0.254,0
Thurman,15,0,0,0,thurg001,Gary,2,107,21,0,91,2,17,25,KCA,14,1,0.231,0.299,0.53,2,1989,0.187,1
Bell,0,0,0,0,bellj003,Juan,1,4,0,0,4,0,0,1,BAL,0,0,0.0,0.0,0.0,0,1989,0.0,0
Belle,12,7,2,0,bellj002,Joey,2,236,86,0,220,8,49,55,CLE,30,4,0.391,0.267,0.658,0,1989,0.223,2
Virgil,4,1,0,0,virgo001,Ozzie,0,15,6,0,11,1,2,3,TOR,0,0,0.545,0.4,0.945,0,1989,0.182,0
Sinatro,1,0,1,0,sinam001,Matt,0,27,3,0,25,0,3,3,DET,3,0,0.12,0.185,0.305,0,1989,0.12,0
Hatcher,27,4,2,0,hatcb001,Billy,10,526,148,0,490,19,111,61,PIT,85,3,0.302,0.266,0.568,3,1989,0.227,7
Johnson,17,0,0,0,johnl001,Lance,3,201,66,0,184,8,54,24,CHA,44,2,0.359,0.353,0.712,2,1989,0.293,0
Downing,53,14,6,0,downb001,Brian,7,610,225,0,546,25,154,85,CAL,113,2,0.412,0.349,0.761,0,1989,0.282,5
Innis,0,0,0,0,innij001,Jeff,0,2,0,0,2,0,0,0,NYN,0,0,0.0,0.0,0.0,0,1989,0.0,0
Wilkins,0,0,0,0,wilkd001,Dean,0,3,0,0,3,0,0,1,CHN,0,0,0.0,0.0,0.0,1,1989,0.0,0
Holman,0,0,0,0,holmb001,Brian,0,8,1,0,8,0,1,3,SEA,1,0,0.125,0.125,0.25,0,1989,0.125,0
Zuvella,1,2,1,0,zuvep001,Paul,0,61,24,0,58,2,16,11,CLE,12,0,0.414,0.295,0.709,0,1989,0.276,1
Parrish,39,17,2,0,parrl001,Lance,7,488,168,3,439,12,103,104,CAL,73,1,0.383,0.295,0.678,1,1989,0.235,8
McGee,10,3,1,0,mcgew001,Willie,4,212,70,0,200,10,47,34,SLN,32,2,0.35,0.274,0.624,0,1989,0.235,1
Espinoza,13,0,1,0,espia001,Alvaro,3,570,167,0,548,23,142,56,NYA,118,1,0.305,0.274,0.579,23,1989,0.259,8
Jones,6,0,1,0,jonet002,Tim,0,88,28,0,79,6,22,8,SLN,16,0,0.354,0.33,0.684,1,1989,0.278,2
Jones,17,3,2,0,jonet001,Tracy,9,284,82,0,260,14,59,30,SFN,42,0,0.315,0.275,0.59,1,1989,0.227,5
Lawless,7,0,0,0,lawlt001,Tom,0,81,17,0,73,1,16,12,TOR,15,0,0.233,0.284,0.517,1,1989,0.219,1
Gossage,0,0,0,0,gossr001,Rich,0,1,0,0,1,0,0,0,SFN,0,0,0.0,0.0,0.0,0,1989,0.0,0
O'Neill,42,15,2,0,oneip001,Paul,3,478,191,4,430,24,118,62,CIN,77,2,0.444,0.339,0.783,0,1989,0.274,4
Dempsey,27,4,1,0,dempr001,Rick,2,184,46,1,153,7,27,37,LAN,16,0,0.301,0.299,0.6,1,1989,0.176,3
Deer,56,26,4,0,deerr001,Rob,1,530,198,2,465,18,98,155,MIL,52,2,0.426,0.298,0.724,0,1989,0.211,5
Skinner,9,1,1,0,skinj001,Joel,3,190,54,0,180,10,41,42,CLE,30,0,0.3,0.268,0.568,1,1989,0.228,0
Moseby,55,11,6,0,mosel001,Lloyd,7,584,175,0,516,25,111,100,TOR,72,3,0.339,0.295,0.634,7,1989,0.215,7
Velarde,7,2,1,0,velar001,Randy,2,114,48,0,106,4,34,14,NYA,26,2,0.453,0.368,0.821,3,1989,0.321,0
Harris,2,0,0,0,harrg002,Greg,0,29,1,0,27,0,1,10,SDN,1,0,0.037,0.103,0.14,4,1989,0.037,0
Cabrera,1,0,0,0,cabrf001,Francisco,1,27,8,0,26,3,5,6,TOR,2,0,0.308,0.222,0.53,0,1989,0.192,0
Wynne,12,7,2,0,wynnm001,Marvell,1,372,121,1,357,13,83,48,SDN,61,2,0.339,0.261,0.6,7,1989,0.232,1
Pico,0,0,0,0,picoj001,Jeff,0,16,1,0,16,0,1,4,CHN,1,0,0.062,0.062,0.124,3,1989,0.062,0
Freeman,0,0,0,0,freem001,Marvin,0,2,0,0,2,0,0,0,PHI,0,0,0.0,0.0,0.0,0,1989,0.0,0
McGuire,2,1,0,0,mcgub001,Bill,0,30,8,0,28,0,5,6,SEA,4,0,0.286,0.233,0.519,0,1989,0.179,0
Yount,57,21,6,0,younr001,Robin,7,692,314,3,623,38,195,70,MIL,127,9,0.504,0.373,0.877,3,1989,0.313,6
Johnson,7,2,0,0,johnw001,Wallace,1,130,42,0,120,3,31,12,MON,25,1,0.35,0.292,0.642,2,1989,0.258,3
Van Slyke,44,9,3,0,vansa001,Andy,6,531,176,1,479,18,113,97,PIT,77,9,0.367,0.302,0.669,1,1989,0.236,4
Walling,13,1,0,0,walld001,Denny,0,93,34,1,79,7,24,12,SLN,16,0,0.43,0.398,0.828,0,1989,0.304,1
O'Brien,20,6,9,0,obric001,Charlie,1,235,72,0,204,10,44,11,MIL,28,0,0.353,0.311,0.664,8,1989,0.216,2
LaCoss,4,0,0,0,lacom001,Mike,1,53,5,0,47,2,3,16,SFN,1,0,0.106,0.132,0.238,3,1989,0.064,2
