last_name,BB,HR,HP,FC,id,first_name,ROE,PA,TB,IBB,AB,D,H,K,team,S,T,SLG,OBP,OPS,SH,Year,AVG,SF
Snelling,0,1,0,0,snelc001,Chris,0,4,6,0,4,1,2,0,PHI,0,0,1.5,0.5,2.0,0,2008,0.5,0
Redmond,5,0,2,0,redmm001,Mike,0,138,43,0,130,6,37,11,MIN,31,0,0.331,0.319,0.65,0,2008,0.285,1
Redman,0,0,0,0,redmm002,Mark,0,18,0,0,18,0,0,6,COL,0,0,0.0,0.0,0.0,3,2008,0.0,0
Kent,24,12,7,0,kentj001,Jeff,5,474,184,1,441,23,123,51,LAN,87,1,0.417,0.325,0.742,0,2008,0.279,2
Herges,0,0,0,0,hergm001,Matt,0,3,0,0,3,0,0,3,COL,0,0,0.0,0.0,0.0,0,2008,0.0,0
Sabathia,0,2,0,0,sabac001,C.C.,1,55,20,0,55,2,12,12,MIL,8,0,0.364,0.218,0.582,2,2008,0.218,0
Madson,0,0,0,0,madsr001,Ryan,0,2,0,0,2,0,0,2,PHI,0,0,0.0,0.0,0.0,0,2008,0.0,0
Wellemeyer,1,0,0,0,wellt002,Todd,0,85,9,0,83,0,9,29,SLN,9,0,0.108,0.118,0.226,12,2008,0.108,1
Velandia,1,0,0,0,velaj001,Jorge,1,16,4,0,15,1,3,4,TOR,2,0,0.267,0.25,0.517,0,2008,0.2,0
Fukudome,81,10,1,0,fukuk001,Kosuke,4,594,190,9,507,25,129,101,CHN,91,3,0.375,0.355,0.73,2,2008,0.254,5
Hudson,1,0,0,0,hudst001,Tim,0,56,7,0,55,1,6,14,ATL,5,0,0.127,0.125,0.252,7,2008,0.109,0
Owens,0,0,0,0,owenj002,Jerry,0,18,4,0,18,0,4,4,CHA,4,0,0.222,0.222,0.444,1,2008,0.222,0
McGehee,0,0,0,0,mcgec001,Casey,0,26,5,0,25,1,4,8,CHN,3,0,0.2,0.154,0.354,0,2008,0.16,1
Chavez,17,1,0,0,chave002,Endy,2,308,89,3,289,10,72,21,NYN,59,2,0.308,0.289,0.597,9,2008,0.249,2
Chavez,6,2,0,0,chave001,Eric,1,95,35,0,89,7,22,18,OAK,13,0,0.393,0.295,0.688,0,2008,0.247,0
Kazmar,5,0,0,0,kazms002,Sean,0,48,9,0,42,1,8,14,SDN,7,0,0.214,0.271,0.485,1,2008,0.19,1
Contreras,0,0,0,0,contj002,Jose,0,1,0,0,1,0,0,1,CHA,0,0,0.0,0.0,0.0,0,2008,0.0,0
Correia,1,0,0,0,corrk001,Kevin,0,34,3,0,33,0,3,12,SFN,3,0,0.091,0.118,0.209,3,2008,0.091,0
Boone,18,6,2,0,boona001,Aaron,2,257,89,1,235,13,56,51,WAS,36,1,0.379,0.296,0.675,1,2008,0.238,2
Aurilia,30,10,1,0,aurir001,Rich,4,442,168,4,409,21,115,56,SFN,83,1,0.411,0.33,0.741,0,2008,0.281,2
Bush,1,0,0,0,bushd001,Dave,0,68,6,0,67,1,5,21,MIL,4,0,0.09,0.088,0.178,5,2008,0.075,0
Silva,0,0,0,0,silvc001,Carlos,0,4,0,0,4,0,0,3,SEA,0,0,0.0,0.0,0.0,0,2008,0.0,0
Dolsi,0,0,0,0,dolsf001,Freddy,0,1,0,0,1,0,0,1,DET,0,0,0.0,0.0,0.0,0,2008,0.0,0
Cantu,40,29,10,0,cantj001,Jorge,7,687,302,6,630,41,174,106,FLO,104,0,0.479,0.326,0.805,0,2008,0.276,7
Barton,65,9,3,0,bartd001,Daric,1,532,155,5,461,17,101,99,OAK,70,5,0.336,0.318,0.654,6,2008,0.219,3
Bergmann,0,0,0,0,bergj001,Jason,0,44,0,0,44,0,0,20,WAS,0,0,0.0,0.0,0.0,2,2008,0.0,0
Jones,27,3,1,0,jonea002,Andruw,3,239,52,0,210,8,33,76,LAN,21,1,0.248,0.255,0.503,0,2008,0.157,1
Estes,0,0,0,0,estes001,Shawn,0,19,3,0,19,1,2,3,SDN,1,0,0.158,0.105,0.263,5,2008,0.105,0
Germano,0,0,0,0,germj001,Justin,0,15,5,0,15,1,4,3,SDN,3,0,0.333,0.267,0.6,3,2008,0.267,0
LaRue,15,4,5,0,laruj001,Jason,0,193,57,1,171,8,35,19,SLN,22,1,0.333,0.285,0.618,3,2008,0.205,2
Gload,23,3,3,0,gloar001,Ross,4,421,135,4,392,18,106,38,KCA,84,1,0.344,0.314,0.658,1,2008,0.27,3
Abreu,73,20,1,0,abreb001,Bobby,4,684,287,2,609,39,180,108,NYA,117,4,0.471,0.371,0.842,0,2008,0.296,1
Tracy,16,8,1,0,tracc001,Chad,0,293,113,2,274,16,73,48,ARI,49,0,0.412,0.307,0.719,0,2008,0.266,2
LeBlanc,0,0,0,0,leblw001,Wade,0,10,3,0,10,0,3,3,SDN,3,0,0.3,0.3,0.6,1,2008,0.3,0
Lester,0,0,0,0,lestj001,Jon,0,5,0,0,5,0,0,2,BOS,0,0,0.0,0.0,0.0,0,2008,0.0,0
Tomko,0,0,0,0,tomkb001,Brett,1,4,0,0,4,0,0,2,SDN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Walrond,0,0,0,0,walrl001,Les,0,1,0,0,1,0,0,0,PHI,0,0,0.0,0.0,0.0,0,2008,0.0,0
Penny,0,0,0,0,pennb002,Brad,0,38,5,0,38,0,5,7,LAN,5,0,0.132,0.132,0.264,6,2008,0.132,0
Barton,19,2,2,0,bartb001,Brian,2,182,60,0,160,9,41,37,SLN,28,2,0.375,0.341,0.716,4,2008,0.256,1
Edmonds,55,20,2,0,edmoj001,Jim,1,405,163,3,345,19,80,82,SDN,39,2,0.472,0.338,0.81,1,2008,0.232,3
Hernandez,31,15,5,0,hernr002,Ramon,5,512,188,3,470,22,119,61,BAL,81,1,0.4,0.303,0.703,1,2008,0.253,6
Johnson,0,0,0,0,johnj007,Jason,0,9,0,0,9,0,0,4,LAN,0,0,0.0,0.0,0.0,1,2008,0.0,0
Stults,2,0,0,0,stule002,Eric,1,19,2,0,16,0,2,6,LAN,2,0,0.125,0.211,0.336,0,2008,0.125,1
Garza,1,0,0,0,garzm001,Matt,0,7,0,0,6,0,0,3,TBA,0,0,0.0,0.143,0.143,1,2008,0.0,0
Ozuna,3,1,1,0,ozunp001,Pablo,2,104,33,0,100,3,25,8,LAN,20,1,0.33,0.279,0.609,2,2008,0.25,0
Rauch,0,0,0,0,raucj001,Jon,0,1,0,0,1,0,0,1,WAS,0,0,0.0,0.0,0.0,0,2008,0.0,0
Rodriguez,0,0,0,0,rodrw002,Wandy,0,49,6,0,49,1,5,11,HOU,4,0,0.122,0.102,0.224,4,2008,0.102,0
Lewis,51,9,0,0,lewif001,Fred,5,521,206,3,468,25,132,122,SFN,87,11,0.44,0.351,0.791,0,2008,0.282,2
Carroll,1,0,0,0,carrb001,Brett,0,18,3,0,17,0,1,6,FLO,0,1,0.176,0.111,0.287,0,2008,0.059,0
Johnson,1,0,0,0,johnj009,Josh,0,37,6,0,36,2,4,18,FLO,2,0,0.167,0.135,0.302,3,2008,0.111,0
Counsell,46,1,5,0,counc001,Craig,2,303,75,1,250,14,56,40,MIL,40,1,0.3,0.353,0.653,1,2008,0.224,2
Betancourt,17,7,2,0,betay001,Yuniesky,5,602,219,0,577,36,156,42,SEA,110,3,0.38,0.291,0.671,6,2008,0.27,6
Nieves,13,1,0,0,nievw001,Wil,3,203,60,1,188,9,46,29,WAS,35,1,0.319,0.291,0.61,5,2008,0.245,2
Adams,0,0,0,0,adamm001,Mike,0,2,0,0,2,0,0,0,SDN,0,0,0.0,0.0,0.0,0,2008,0.0,0
D'Antona,2,0,0,0,dantj001,Jamie,0,19,3,0,17,0,3,4,ARI,3,0,0.176,0.263,0.439,0,2008,0.176,0
Gonzalez,13,4,0,0,gonzc001,Carlos,1,317,109,1,304,22,73,81,OAK,46,1,0.359,0.271,0.63,1,2008,0.24,0
Pierzynski,19,13,8,0,piera001,A.J.,1,579,222,5,546,31,150,71,CHA,105,1,0.407,0.306,0.713,3,2008,0.275,6
Granderson,71,22,3,0,granc001,Curtis,5,629,273,1,554,26,155,109,DET,94,13,0.493,0.364,0.857,1,2008,0.28,1
Clevlen,3,0,0,0,clevb001,Brent,0,29,5,0,26,0,5,8,DET,5,0,0.192,0.276,0.468,1,2008,0.192,0
Marte,13,3,1,0,marta004,Andy,2,262,74,0,248,11,52,51,CLE,37,1,0.298,0.252,0.55,7,2008,0.21,0
McDonald,10,1,2,0,mcdoj003,John,2,216,50,0,202,8,39,25,TOR,30,0,0.248,0.236,0.484,7,2008,0.193,2
Barrett,9,2,1,0,barrm003,Michael,1,110,28,0,98,3,19,16,SDN,14,0,0.286,0.264,0.55,1,2008,0.194,2
Kubel,47,20,0,0,kubej002,Jason,3,523,218,2,469,22,126,90,MIN,79,5,0.465,0.331,0.796,0,2008,0.269,7
Backe,3,2,1,0,backb001,Brandon,0,61,21,0,57,2,13,18,HOU,9,0,0.368,0.279,0.647,5,2008,0.228,0
Uribe,22,7,1,0,uribj002,Juan,7,358,125,0,334,22,80,63,CHA,50,1,0.374,0.288,0.662,5,2008,0.24,1
Drew,79,19,4,0,drewj001,J.D.,1,460,191,5,372,23,103,79,BOS,57,4,0.513,0.404,0.917,0,2008,0.277,5
Ensberg,6,1,0,0,ensbm001,Morgan,1,80,18,0,74,0,15,22,NYA,14,0,0.243,0.263,0.506,0,2008,0.203,0
Jones,7,1,1,0,joneb005,Brandon,2,132,46,2,123,10,31,28,ATL,19,1,0.374,0.295,0.669,3,2008,0.252,1
Buchholz,1,0,0,0,bucht001,Taylor,0,1,0,0,0,0,0,0,COL,0,0,0.0,1.0,1.0,0,2008,0.0,0
Maza,5,1,1,0,mazal001,Luis,0,91,22,0,85,1,18,11,LAN,16,0,0.259,0.264,0.523,3,2008,0.212,0
Casto,19,2,0,0,castk001,Kory,2,181,51,1,162,10,35,35,WAS,23,0,0.315,0.298,0.613,0,2008,0.216,0
Belisle,0,0,0,0,belim001,Matt,0,14,1,0,14,0,1,3,CIN,1,0,0.071,0.071,0.142,3,2008,0.071,0
Chamberlain,1,0,0,0,chamj002,Joba,0,6,0,0,5,0,0,1,NYA,0,0,0.0,0.167,0.167,1,2008,0.0,0
Pierre,22,1,3,0,pierj002,Juan,4,411,123,1,385,10,106,23,LAN,93,2,0.319,0.319,0.638,5,2008,0.275,1
Hill,0,0,0,0,hillk002,Koyie,0,23,3,0,23,1,2,12,CHN,1,0,0.13,0.087,0.217,1,2008,0.087,0
Grilli,0,0,0,0,grilj001,Jason,0,5,0,0,5,0,0,0,DET,0,0,0.0,0.0,0.0,1,2008,0.0,0
Saito,0,0,0,0,saitt001,Takashi,0,1,0,0,1,0,0,1,LAN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Cuddyer,25,3,5,0,cuddm001,Michael,6,278,92,4,248,13,62,39,MIN,42,4,0.371,0.331,0.702,0,2008,0.25,0
Hart,27,20,5,0,hartc001,Corey,14,670,281,2,629,45,164,109,MIL,93,6,0.447,0.293,0.74,4,2008,0.261,9
Mathis,30,9,3,0,mathj001,Jeff,2,339,90,4,302,8,55,89,ANA,38,0,0.298,0.26,0.558,8,2008,0.182,4
Mather,12,8,1,0,mathj002,Joe,1,148,63,1,134,7,32,32,SLN,17,0,0.47,0.304,0.774,0,2008,0.239,1
Green,0,0,0,0,grees004,Sean,0,1,0,0,1,0,0,1,SEA,0,0,0.0,0.0,0.0,0,2008,0.0,0
Polanco,35,8,6,0,polap001,Placido,2,637,242,2,592,34,178,43,DET,133,3,0.409,0.344,0.753,4,2008,0.301,4
Arroyo,4,1,0,0,arrob001,Bronson,1,83,18,0,79,3,12,21,CIN,8,0,0.228,0.193,0.421,9,2008,0.152,0
DeWitt,44,9,3,0,dewib001,Blake,4,424,141,9,372,13,97,67,LAN,73,2,0.379,0.34,0.719,0,2008,0.261,5
Nix,1,0,0,0,nix-l001,Laynce,0,13,1,0,12,0,1,3,MIL,1,0,0.083,0.154,0.237,0,2008,0.083,0
Hirsh,0,0,0,0,hirsj001,Jason,0,4,0,0,4,0,0,2,COL,0,0,0.0,0.0,0.0,0,2008,0.0,0
Harman,1,0,0,0,harmb001,Brad,0,11,2,0,10,1,1,1,PHI,0,0,0.2,0.182,0.382,0,2008,0.1,0
Ayala,0,0,0,0,ayall001,Luis,0,1,0,0,1,0,0,0,WAS,0,0,0.0,0.0,0.0,0,2008,0.0,0
Moore,1,1,0,0,moors001,Scott,0,9,4,0,8,0,1,3,BAL,0,0,0.5,0.222,0.722,0,2008,0.125,0
Brown,27,13,5,0,browe001,Emil,5,442,155,2,406,14,98,65,OAK,69,2,0.382,0.294,0.676,0,2008,0.241,4
Meche,0,0,0,0,mechg001,Gil,0,4,1,0,4,0,1,1,KCA,1,0,0.25,0.25,0.5,0,2008,0.25,0
Ibanez,64,23,3,0,ibanr001,Raul,5,711,304,11,639,43,186,109,SEA,117,3,0.476,0.356,0.832,0,2008,0.291,5
DeRosa,68,21,9,0,derom001,Mark,7,602,243,0,517,30,144,106,CHN,90,3,0.47,0.367,0.837,2,2008,0.279,8
Gregg,0,0,0,0,gregk001,Kevin,0,1,0,0,1,0,0,1,FLO,0,0,0.0,0.0,0.0,0,2008,0.0,0
Quintero,6,2,4,0,quinh001,Humberto,4,186,50,0,176,6,38,32,HOU,30,0,0.284,0.258,0.542,5,2008,0.216,0
Schoeneweis,0,0,0,0,schos001,Scott,0,1,0,0,1,0,0,0,NYN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Ellis,0,0,0,0,ellia001,A.J.,0,3,0,0,3,0,0,2,LAN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Garcia,2,0,0,0,garcj004,Jaime,0,3,0,0,1,0,0,1,SLN,0,0,0.0,0.667,0.667,0,2008,0.0,0
Guillen,60,10,3,0,guilc001,Carlos,5,495,183,3,428,29,120,67,DET,79,2,0.428,0.37,0.798,2,2008,0.28,4
Gardner,8,0,2,0,gardb001,Brett,1,145,38,0,134,5,29,30,NYA,22,2,0.284,0.269,0.553,3,2008,0.216,1
Lopez,0,0,0,0,lopej002,Javier,0,1,0,0,1,0,0,1,BOS,0,0,0.0,0.0,0.0,0,2008,0.0,0
Lopez,27,17,1,0,lopej003,Jose,9,701,285,5,664,41,191,66,SEA,132,1,0.429,0.312,0.741,6,2008,0.288,9
Matsuzaka,0,0,0,0,matsd001,Daisuke,0,2,0,0,2,0,0,2,BOS,0,0,0.0,0.0,0.0,0,2008,0.0,0
Metcalf,3,6,1,0,metct001,Travis,2,62,33,0,57,2,13,12,TEX,5,0,0.579,0.274,0.853,0,2008,0.228,1
Anderson,8,3,1,0,andej004,Josh,0,147,58,2,138,7,40,33,ATL,29,1,0.42,0.333,0.753,1,2008,0.29,0
Golson,0,0,0,0,golsg001,Greg,0,6,0,0,6,0,0,4,PHI,0,0,0.0,0.0,0.0,0,2008,0.0,0
Iannetta,56,18,14,0,iannc001,Chris,4,411,168,0,339,22,88,92,COL,46,2,0.496,0.384,0.88,2,2008,0.26,2
Sosa,1,0,0,0,sosaj002,Jorge,0,2,0,0,1,0,0,1,NYN,0,0,0.0,0.5,0.5,0,2008,0.0,0
Hanrahan,0,0,0,0,hanrj001,Joel,0,4,0,0,4,0,0,0,WAS,0,0,0.0,0.0,0.0,1,2008,0.0,0
Cabrera,8,3,2,0,cabrj002,Jolbert,2,127,46,1,116,6,29,29,CIN,19,1,0.397,0.307,0.704,0,2008,0.25,1
Kershaw,0,0,0,0,kersc001,Clayton,0,47,2,0,47,0,2,13,LAN,2,0,0.043,0.043,0.086,9,2008,0.043,0
Beam,0,0,0,0,beamt002,T.J.,0,6,0,0,6,0,0,2,PIT,0,0,0.0,0.0,0.0,1,2008,0.0,0
Michaels,27,8,2,0,michj001,Jason,1,326,103,0,293,13,64,64,PIT,42,1,0.352,0.285,0.637,2,2008,0.218,4
Rottino,0,0,0,0,rottv001,Vinny,0,1,0,0,1,0,0,0,MIL,0,0,0.0,0.0,0.0,0,2008,0.0,0
Hermida,48,17,7,0,hermj001,Jeremy,4,559,204,5,503,22,125,136,FLO,83,3,0.406,0.322,0.728,1,2008,0.249,1
Cruz,3,0,2,0,cruzl001,Luis,0,76,18,0,71,3,15,2,PIT,12,0,0.254,0.263,0.517,2,2008,0.211,0
Bourgeois,0,0,0,0,bourj001,Jason,0,3,2,0,3,1,1,0,CHA,0,0,0.667,0.333,1.0,0,2008,0.333,0
Cairo,18,0,4,0,cairm001,Miguel,2,257,73,0,234,14,55,32,SEA,39,2,0.312,0.3,0.612,6,2008,0.235,1
Santos,0,0,0,0,santo001,Omir,0,10,1,0,10,0,1,2,BAL,1,0,0.1,0.1,0.2,0,2008,0.1,0
Campillo,1,0,0,0,campj002,Jorge,1,56,9,0,55,1,8,16,ATL,7,0,0.164,0.161,0.325,5,2008,0.145,0
McLouth,65,26,12,0,mclon001,Nate,5,695,297,11,612,46,165,92,PIT,89,4,0.485,0.348,0.833,5,2008,0.27,6
Nix,7,0,1,0,nix-j001,Jayson,2,66,9,2,58,2,7,17,COL,5,0,0.155,0.227,0.382,1,2008,0.121,0
Brocail,0,0,0,0,brocd001,Doug,0,2,0,0,2,0,0,0,HOU,0,0,0.0,0.0,0.0,1,2008,0.0,0
Smoltz,0,0,0,0,smolj001,John,0,10,0,0,10,0,0,2,ATL,0,0,0.0,0.0,0.0,1,2008,0.0,0
Quinlan,14,1,2,0,quinr002,Robb,1,182,51,0,165,1,43,28,ANA,39,2,0.309,0.324,0.633,0,2008,0.261,1
Ellison,1,0,0,0,ellij001,Jason,0,14,3,0,13,0,3,1,TEX,3,0,0.231,0.286,0.517,0,2008,0.231,0
Hendrickson,1,0,0,0,hendm001,Mark,0,38,13,0,37,2,9,21,FLO,6,1,0.351,0.263,0.614,1,2008,0.243,0
Diaz,3,2,1,0,diazm003,Matt,3,141,41,0,136,2,33,32,ATL,29,0,0.301,0.262,0.563,0,2008,0.243,1
Elbert,0,0,0,0,elbes001,Scott,0,1,0,0,1,0,0,0,LAN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Baldelli,7,4,3,0,baldr001,Rocco,2,90,38,0,80,5,21,25,TBA,12,0,0.475,0.344,0.819,0,2008,0.263,0
Werth,56,24,4,0,wertj001,Jayson,5,482,208,1,419,16,114,117,PHI,71,3,0.496,0.361,0.857,0,2008,0.272,3
Grudzielanek,17,3,5,0,grudm001,Mark,5,362,132,1,338,24,99,40,KCA,72,0,0.391,0.334,0.725,3,2008,0.293,2
Herrera,0,0,0,0,herry001,Yoslan,0,7,1,0,7,0,1,1,PIT,1,0,0.143,0.143,0.286,0,2008,0.143,0
Gomez,13,1,1,0,gomec001,Chris,2,203,61,1,187,8,50,30,PIT,41,0,0.326,0.315,0.641,1,2008,0.267,2
Mientkiewicz,44,2,2,0,miend001,Doug,3,337,108,3,288,19,79,28,PIT,56,2,0.375,0.371,0.746,0,2008,0.274,3
Gomez,25,7,7,0,gomec002,Carlos,5,616,208,0,582,24,149,139,MIN,111,7,0.357,0.294,0.651,3,2008,0.256,2
Bloomquist,25,0,1,0,bloow001,Willie,4,193,47,1,167,1,46,29,SEA,45,0,0.281,0.373,0.654,1,2008,0.275,0
Carpenter,0,0,0,0,carpc002,Chris,0,5,0,0,5,0,0,3,SLN,0,0,0.0,0.0,0.0,0,2008,0.0,0
Perez,0,0,0,0,pereo001,Odalis,0,59,10,0,59,2,8,12,WAS,6,0,0.169,0.136,0.305,3,2008,0.136,0
Ohlendorf,0,0,0,0,ohler001,Ross,0,7,0,0,7,0,0,2,PIT,0,0,0.0,0.0,0.0,0,2008,0.0,0
Weaver,0,0,0,0,weavj003,Jered,0,4,0,0,4,0,0,2,ANA,0,0,0.0,0.0,0.0,0,2008,0.0,0
Dunn,122,40,7,0,dunna001,Adam,2,654,265,13,520,23,122,162,CIN,59,0,0.51,0.384,0.894,0,2008,0.235,5
Ausmus,25,3,2,0,ausmb001,Brad,3,255,64,3,227,8,47,39,HOU,36,0,0.282,0.29,0.572,6,2008,0.207,1
Headley,30,9,5,0,headc001,Chase,1,369,139,1,332,19,89,103,SDN,59,2,0.419,0.336,0.755,0,2008,0.268,2
Gorzelanny,2,0,0,0,gorzt001,Tom,1,42,3,0,40,0,3,12,PIT,3,0,0.075,0.119,0.194,6,2008,0.075,0
Bedard,0,0,0,0,bedae001,Erik,0,4,2,0,4,0,2,2,SEA,2,0,0.5,0.5,1.0,0,2008,0.5,0
Casilla,30,7,2,0,casia001,Alexi,5,455,144,0,417,15,108,45,MIN,86,0,0.345,0.308,0.653,13,2008,0.259,6
Gamel,0,0,0,0,gamem001,Mat,0,2,2,0,2,1,1,1,MIL,0,0,1.0,0.5,1.5,0,2008,0.5,0
Rivas,13,3,1,0,rival001,Luis,1,226,64,0,211,6,45,27,PIT,34,2,0.303,0.261,0.564,2,2008,0.213,1
Valentin,14,4,0,0,valej004,Javier,0,144,53,0,129,8,33,26,CIN,21,0,0.411,0.326,0.737,0,2008,0.256,1
Aubrey,5,2,0,0,aubrm001,Michael,1,50,15,0,45,0,9,5,CLE,7,0,0.333,0.28,0.613,0,2008,0.2,0
Haren,3,0,0,0,hared001,Dan,1,90,23,0,86,7,16,14,ARI,9,0,0.267,0.211,0.478,5,2008,0.186,1
Bowker,19,10,3,0,bowkj001,John,3,351,133,1,327,14,83,73,SFN,56,3,0.407,0.299,0.706,0,2008,0.254,2
Thomas,39,8,3,0,thomf001,Frank,2,288,92,0,245,7,59,55,TOR,43,1,0.376,0.351,0.727,0,2008,0.241,1
Blum,21,14,3,0,blumg001,Geoff,3,361,136,2,330,14,78,52,HOU,49,1,0.412,0.283,0.695,0,2008,0.236,7
Barthmaier,0,0,0,0,bartj002,Jimmy,0,3,0,0,3,0,0,1,PIT,0,0,0.0,0.0,0.0,0,2008,0.0,0
Bartlett,22,1,9,0,bartj001,Jason,6,501,164,1,466,25,130,67,TBA,101,3,0.352,0.321,0.673,5,2008,0.279,4
Morales,4,3,1,0,morak001,Kendry,1,66,24,0,61,2,13,7,ANA,8,0,0.393,0.273,0.666,0,2008,0.213,0
Castro,11,2,1,0,castj004,Juan,2,180,43,0,166,6,31,25,CIN,23,0,0.259,0.239,0.498,2,2008,0.187,2
Cassel,0,0,0,0,cassj001,Jack,0,9,2,0,9,0,2,4,HOU,2,0,0.222,0.222,0.444,0,2008,0.222,0
Kensing,0,0,0,0,kensl001,Logan,1,2,0,0,2,0,0,0,FLO,0,0,0.0,0.0,0.0,0,2008,0.0,0
Floyd,0,0,0,0,floyg001,Gavin,0,5,0,0,5,0,0,3,CHA,0,0,0.0,0.0,0.0,1,2008,0.0,0
Vazquez,38,6,0,0,vazqr001,Ramon,2,356,129,3,314,18,87,66,TEX,60,3,0.411,0.351,0.762,5,2008,0.277,4
Lilly,1,0,0,0,lillt001,Ted,1,86,13,0,85,2,11,28,CHN,9,0,0.153,0.14,0.293,12,2008,0.129,0
Hoffpauir,6,2,1,0,hoffm001,Micah,3,80,39,0,73,8,25,24,CHN,15,0,0.534,0.4,0.934,0,2008,0.342,0
Patterson,17,1,0,0,patte001,Eric,0,149,32,0,131,4,25,36,OAK,20,0,0.244,0.282,0.526,0,2008,0.191,1
Montanez,4,3,0,0,montl001,Luis,3,118,50,0,113,6,33,20,BAL,23,1,0.442,0.314,0.756,0,2008,0.292,1
Speier,0,0,0,0,speir001,Ryan,0,3,0,0,3,0,0,3,COL,0,0,0.0,0.0,0.0,0,2008,0.0,0
Tracy,1,0,0,0,traca001,Andy,0,5,0,0,3,0,0,1,PHI,0,0,0.0,0.2,0.2,0,2008,0.0,1
Knight,0,0,0,0,knigb001,Brandon,0,5,0,0,5,0,0,2,NYN,0,0,0.0,0.0,0.0,1,2008,0.0,0
Tyner,0,0,1,0,tynej001,Jason,0,3,0,0,2,0,0,0,CLE,0,0,0.0,0.333,0.333,0,2008,0.0,0
Mora,37,23,11,0,moram002,Melvin,4,577,248,3,523,29,146,68,BAL,92,2,0.474,0.336,0.81,3,2008,0.279,6
Zaun,38,6,1,0,zaung001,Gregg,4,292,88,1,252,12,58,38,TOR,40,0,0.349,0.332,0.681,3,2008,0.23,1
Callaspo,19,0,0,0,calla001,Alberto,4,235,79,0,215,8,65,13,KCA,54,3,0.367,0.357,0.724,1,2008,0.302,1
Morse,1,0,1,0,morsm001,Mike,0,11,3,0,9,1,2,4,SEA,1,0,0.333,0.364,0.697,0,2008,0.222,0
Young,62,22,1,0,younc004,Chris,3,709,277,2,641,42,155,164,ARI,84,7,0.432,0.307,0.739,6,2008,0.242,5
Rusch,0,0,0,0,ruscg001,Glendon,0,26,1,0,26,0,1,3,SDN,1,0,0.038,0.038,0.076,3,2008,0.038,0
Buehrle,0,0,0,0,buehm001,Mark,0,10,1,0,10,0,1,3,CHA,1,0,0.1,0.1,0.2,2,2008,0.1,0
Jacobs,36,32,1,0,jacom001,Mike,2,524,245,10,482,27,118,119,FLO,57,2,0.508,0.296,0.804,0,2008,0.245,5
Ellis,53,12,5,0,ellim001,Mark,4,514,165,2,454,20,103,65,OAK,68,3,0.363,0.313,0.676,5,2008,0.227,2
Young,1,1,0,0,younc003,Chris,0,43,7,0,41,1,3,11,SDN,1,0,0.171,0.093,0.264,6,2008,0.073,1
Podsednik,16,1,1,0,podss001,Scott,3,183,54,0,165,8,41,28,COL,31,1,0.327,0.317,0.644,1,2008,0.248,1
Kendrick,11,3,4,0,kendh001,Howie,2,363,143,3,344,26,104,56,ANA,73,2,0.416,0.328,0.744,1,2008,0.302,4
Abercrombie,1,2,2,0,aberr001,Reggie,1,61,28,0,57,5,17,22,HOU,10,0,0.491,0.328,0.819,1,2008,0.298,1
Murton,2,0,1,0,murtm001,Matt,1,73,16,0,70,3,13,12,OAK,10,0,0.229,0.219,0.448,0,2008,0.186,0
Miller,0,0,0,0,millj002,Justin,0,1,0,0,1,0,0,1,FLO,0,0,0.0,0.0,0.0,0,2008,0.0,0
Miller,0,0,0,0,millj004,Jai,0,1,0,0,1,0,0,1,FLO,0,0,0.0,0.0,0.0,0,2008,0.0,0
Cano,26,14,5,0,canor001,Robinson,5,639,245,3,603,35,162,64,NYA,110,3,0.406,0.302,0.708,1,2008,0.269,5
Barden,0,0,0,0,bardb001,Brian,0,11,2,0,11,0,2,4,SLN,2,0,0.182,0.182,0.364,1,2008,0.182,0
Marmol,0,0,0,0,marmc001,Carlos,0,3,0,0,3,0,0,1,CHN,0,0,0.0,0.0,0.0,1,2008,0.0,0
Wang,0,0,0,0,wangc001,Chien-Ming,0,3,0,0,3,0,0,2,NYA,0,0,0.0,0.0,0.0,0,2008,0.0,0
Cabrera,29,8,3,0,cabrm002,Melky,5,458,141,5,423,12,103,56,NYA,82,1,0.333,0.295,0.628,4,2008,0.243,3
Cabrera,56,37,3,0,cabrm001,Miguel,5,690,331,6,622,36,180,123,DET,105,2,0.532,0.346,0.878,0,2008,0.289,9
DeLaRosa,0,0,0,0,delaj001,Jorge,0,50,6,0,49,0,6,14,COL,6,0,0.122,0.12,0.242,4,2008,0.122,1
Morgan,10,0,3,0,morgn001,Nyjer,3,176,60,0,162,13,47,31,PIT,34,0,0.37,0.341,0.711,1,2008,0.29,1
Raburn,16,4,0,0,rabur001,Ryan,3,199,67,1,183,10,43,48,DET,28,1,0.366,0.296,0.662,1,2008,0.235,0
Reed,18,2,2,0,reedj004,Jeremy,2,318,103,0,295,18,77,38,SEA,56,1,0.349,0.305,0.654,3,2008,0.261,3
Feldman,0,0,0,0,felds001,Scott,0,3,1,0,3,0,1,1,TEX,1,0,0.333,0.333,0.666,0,2008,0.333,0
Kuroda,5,0,0,0,kuroh001,Hiroki,1,71,9,0,66,1,8,16,LAN,7,0,0.136,0.183,0.319,6,2008,0.121,0
