game_id,winner
201408300NYN,away
201406220TBA,home
201404040BOS,away
201404050COL,home
201405290MIN,away
201404060OAK,home
201403310TBA,home
201407200DET,home
201404180KCA,home
201404300SFN,home
201408070ANA,away
201409270SFN,home
201404200TEX,home
201407100SLN,away
201408140DET,home
201406230BAL,home
201404020TEX,home
201405110SDN,home
201408170CHA,home
201408130MIA,away
201406070MIN,home
201404260SLN,away
201409210KCA,home
201404250HOU,home
201404300MIA,home
201406050CIN,away
201405120NYA,away
201407300SDN,home
201407270COL,away
201406270LAN,away
201409150HOU,home
201409270LAN,home
201406170ARI,away
201409080CHA,home
201409040BAL,home
201406120HOU,home
201404130ARI,away
201406190SDN,home
201404040MIA,home
201404150SDN,away
201407230PIT,home
201405260OAK,home
201405160CHN,away
201404090MIN,away
201404190WAS,away
201408060PIT,home
201406290MIL,home
201406290MIA,away
201405120BAL,away
201409240ATL,home
201409220SDN,home
201404230WAS,home
201408130TEX,away
201405240CIN,away
201406282PHI,away
201408250BAL,home
201408140MIA,home
201405210TEX,home
201407080ANA,away
201408050COL,away
201408160MIN,home
201407190ARI,home
201408160MIA,home
201405260PHI,home
201407260SEA,home
201409230LAN,home
201409280LAN,away
201405060PHI,away
201408300SEA,away
201408060CIN,home
201408280NYN,away
201405152CIN,away
201406280LAN,home
201409160BAL,home
201405070SDN,away
201408030WAS,home
201409050TBA,home
201409040NYA,home
201406140OAK,home
201404050HOU,away
201409190KCA,away
201404090COL,away
201409210MIN,away
201409140ARI,home
201409250ATL,away
201406300SDN,home
201409210MIA,away
201406120NYN,away
201406130DET,away
201406050NYA,home
201405270LAN,home
201407090ARI,home
201404300MIN,away
201404250SLN,home
201409030OAK,away
201405170ANA,home
201406200ANA,home
201405280OAK,home
201408280ANA,home
201404210COL,home
201406240TBA,away
201406170WAS,home
201405290TOR,away
201405300TOR,away
201404120SDN,away
201407050PIT,home
201405020NYA,home
201409280CIN,home
201404200COL,home
201408180PHI,home
201406090TEX,home
201407020WAS,home
201405060ANA,away
201409230OAK,away
201409140SEA,away
201408030BOS,away
201404220CHN,home
201406050WAS,home
201408170ATL,home
201408020OAK,home
201404080WAS,home
201407050MIN,home
201408230BOS,away
201407120BAL,away
201408150DET,away
201406300LAN,home
201404120PHI,home
201408200PIT,home
201407090CLE,away
201407010DET,home
201404050LAN,away
201406090BAL,home
201409210SLN,away
201404020PIT,home
201408170WAS,home
201409180COL,home
201406020SDN,home
201404090TOR,home
201407120KCA,away
201405300NYA,away
201409010KCA,home
201405280LAN,away
201407300MIA,away
201405140PHI,away
201404080SEA,home
201408170SLN,home
201406260CHN,home
201404080TOR,home
201406080ARI,home
201407230ANA,home
201406190WAS,away
201406060TOR,home
201406030DET,away
201408230ARI,home
201407110CLE,home
201408260ANA,home
201407080ARI,away
201406230TBA,away
201407050ANA,away
201406220SLN,home
201406150SLN,home
201406160TBA,home
201408060SEA,home
201408030MIA,away
201404110CIN,away
201405030HOU,away
201405040PHI,home
201406220CHN,away
201406260PHI,home
201407280TEX,home
201406010OAK,home
201404080COL,home
201409160CHN,home
201407230PHI,away
201405300SEA,away
201403310PIT,home
201409100SFN,home
201405020CLE,away
201409160ATL,away
201407220NYA,home
201407100CIN,away
201404240BOS,home
201409060MIL,away
201409060MIN,away
201409060MIA,away
201408060PHI,away
201409210TBA,home
201405310SEA,home
201408110CHN,away
201407060BOS,away
201404290TEX,away
201405280ARI,away
201408100BAL,away
201407090TEX,away
201409250BOS,home
201406210ANA,home
201407280SFN,away
201405210WAS,away
201408190PIT,home
201408080ARI,home
201407040CLE,away
201407260NYA,away
201406110CHA,home
201406230TOR,home
201406210ARI,away
201408020HOU,home
201409120TOR,away
201409210ANA,away
201405270OAK,away
201404060BOS,away
201404160CIN,home
201404270TOR,home
201408100KCA,home
201408310BAL,away
201406200COL,away
201409180SDN,home
201406250ANA,home
201404100CHN,away
201404100CHA,home
201406300DET,home
201406010BOS,home
201408150CLE,home
201409180NYA,home
201406230KCA,home
201408120MIA,home
201409110NYN,away
201405240CHA,away
201407020LAN,away
201409090TEX,away
201408240TEX,home
201406230CHN,away
201405250ANA,home
201406050CHN,home
201406080CHN,away
201404090WAS,away
201405140OAK,away
201409050DET,away
201405300CHA,away
201407280HOU,home
201405100TBA,home
201404030CIN,away
201407081CIN,home
201404091CLE,home
201406240SEA,home
201408180BOS,away
201406210WAS,home
201408180MIN,away
201409100DET,away
201406140DET,away
201408290ARI,home
201407060DET,away
201405060PIT,home
201407010HOU,home
201404190OAK,home
201405200COL,home
201405220ATL,home
201405110BAL,away
201406180BOS,home
201407290SFN,away
201404250WAS,home
201408200PHI,home
201409200COL,home
201408210TBA,home
201405300PHI,home
201406080PIT,away
201404260NYN,away
201407110MIL,away
201407080SLN,home
201404260NYA,home
201409130NYN,home
201404240CLE,home
201406130HOU,away
201404020MIA,away
201405300WAS,home
201404020MIL,away
201409160MIN,home
201409150ANA,home
201408160CLE,home
201408270HOU,away
201405070CHA,home
201405130SFN,away
201409280SFN,home
201405060WAS,away
201408040CLE,home
201407240SEA,away
201406060KCA,away
201406010LAN,away
201407110COL,home
201405130MIN,home
201405130MIL,home
201409190ANA,home
201408110PIT,away
201404010ANA,away
201404150HOU,away
201405250BAL,home
201406220CIN,home
201406290PHI,away
201408240WAS,away
201407080DET,away
201406270TEX,home
201406240KCA,away
201408290SFN,away
201407210SEA,home
201406250COL,away
201409280CHA,away
201408250KCA,away
201405160KCA,away
201404210DET,away
201409050NYA,away
201406070TBA,away
201408040OAK,home
201406080SDN,away
201408010LAN,away
201404180SDN,home
201408180PIT,away
201407100KCA,home
201406230PHI,away
201405270ARI,away
201407070SEA,home
201404250MIL,home
201404250MIN,home
201407180ANA,home
201408010SDN,home
201404270ARI,away
201403310ARI,away
201406260TEX,away
201407280MIA,home
201404020SDN,away
201405170CLE,away
201405250MIA,away
201405270SLN,home
201406190DET,home
201408190PHI,away
201407180PIT,home
201405040ANA,home
201406110CIN,home
201404290HOU,away
201405180TEX,home
201409180CHN,away
201405020SDN,away
201409090PHI,home
201406190NYA,home
201404171MIN,home
201406030MIL,away
201407260PHI,home
201409150SDN,home
201408300HOU,home
201406030MIA,home
201406290HOU,home
201407012CHA,away
201405040HOU,away
201409200NYA,away
201406140SLN,home
201404170TEX,home
201405200SLN,home
201409200TBA,home
201406060SFN,home
201406070BAL,home
201407080BOS,away
201406180LAN,home
201406030CLE,home
201404180CHN,away
201408290TBA,away
201404240DET,home
201407300SFN,home
201405100CHA,away
201406080CIN,home
201405110TBA,away
201404170PIT,away
201406160MIA,away
201408150MIA,away
201404030CHA,home
201408150MIN,away
201405280WAS,away
201406240ANA,home
201404150SFN,home
201404080CLE,home
201405090BAL,home
201407050SLN,away
201409010MIA,home
201405270CHA,home
201405160ANA,away
201409050OAK,away
201407130PHI,home
201409060CLE,home
201408310SFN,away
201404200PIT,away
201404230ATL,home
201407290CHN,home
201409170TBA,away
201405100ATL,home
201404290ANA,home
201405080SEA,home
201405100TOR,away
201408180NYN,away
201404220ATL,away
201406140ATL,home
201408290SLN,away
201404200LAN,home
201408300KCA,away
201408170DET,away
201406150LAN,away
201408230OAK,home
201403310ANA,home
201407300NYN,away
201405110ATL,home
201408010CHA,away
201406060MIN,away
201407250MIN,away
201407250MIL,away
201408302CHA,away
201407130LAN,home
201408240OAK,away
201409210COL,home
201408160SLN,away
201409131CHA,home
201408080TOR,away
201406160ATL,away
201404160CHA,away
201408302SLN,away
201409250SFN,home
201409060TEX,away
201408270PIT,home
201406200CLE,away
201408140KCA,home
201407070WAS,away
201407070BOS,away
201409251WAS,away
201404260TOR,away
201409200SDN,home
201404090SLN,away
201409090LAN,away
201405210ATL,away
201404120SFN,away
201404270SEA,home
201405040MIN,home
201405310CHA,away
201404230TBA,away
201405040MIA,home
201405182NYA,away
201408240COL,home
201409230CIN,home
201406290TEX,away
201408130ANA,home
201407090ANA,home
201408220WAS,home
201405120SEA,away
201409200ANA,home
201404230BOS,home
201407190ANA,away
201409190PIT,home
201406160SLN,home
201407050COL,home
201406240HOU,away
201406110TEX,home
201409230SDN,away
201404050CHN,away
201408070SEA,away
201406170OAK,away
201406210SLN,home
201409270SEA,home
201409050WAS,away
201407210PIT,away
201407020HOU,away
201408310TBA,away
201406020LAN,home
201404070NYA,home
201409090NYA,away
201409050CHN,away
201407040ANA,home
201404170TBA,home
201406130SEA,away
201405280SLN,away
201408110SDN,home
201408150SFN,away
201406070ARI,home
201408120NYN,away
201405190ATL,home
201406220WAS,home
201406220ARI,away
201408310ATL,home
201408070MIL,home
201406290PIT,home
201406230MIL,away
201407050CHA,away
201404300ANA,home
201408110PHI,away
201407200PIT,home
201404200SDN,away
201406250NYN,away
201405020BOS,home
201405050CHN,away
201406250KCA,away
201407300CLE,home
201405180MIN,away
201409030BAL,home
201405160COL,home
201409240SDN,home
201404300ARI,home
201406130OAK,away
201405200WAS,home
201408120ANA,home
201409200PIT,away
201405240ANA,away
201408050SEA,home
201408260KCA,home
201404230LAN,home
201406300BAL,home
201407180SDN,away
201408020BAL,away
201405090MIL,away
201404190BOS,home
201405210CLE,home
201406300MIN,away
201407180CHA,home
201406060ANA,home
201404180BOS,away
201405060ATL,home
201407250HOU,away
201407290TBA,home
201409070NYA,away
201406180CHA,home
201406180WAS,home
201409200ATL,away
201405060CHN,away
201405170COL,away
201406240COL,away
201406100PHI,home
201404040CHN,away
201407110SEA,home
201404300TEX,away
201406160CLE,home
201409270WAS,home
201409110PHI,away
201409070TEX,home
201407210NYA,away
201406240MIL,away
201408030LAN,away
201409250NYA,home
201404200DET,home
201404010MIL,away
201409070OAK,away
201407110KCA,away
201408300ATL,away
201406030COL,away
201408160DET,home
201404010MIA,home
201408240TOR,away
201405100CIN,home
201404110BAL,away
201407310LAN,home
201405010NYA,away
201409140CHA,away
201405160WAS,home
201404130SFN,home
201409260BOS,away
201405010MIA,home
201407191DET,away
201404260ARI,away
201404170PHI,home
201404200CLE,home
201406150BOS,away
201408050OAK,home
201407260TBA,home
201408050TOR,away
201404020ARI,away
201405011MIN,away
201409020ATL,away
201405110MIL,home
201409230WAS,home
201407280BOS,away
201408290ATL,home
201405200MIA,away
201408260PIT,home
201407110PHI,home
201408140TEX,away
201404250NYN,home
201408150TBA,home
201407290SDN,home
201405160HOU,away
201408070CIN,home
201407090COL,home
201404250NYA,away
201409200CHN,home
201408290HOU,home
201406280KCA,away
201405150SLN,home
201404020CHA,home
201409260NYN,away
201405080SDN,away
201407290CIN,home
201404050WAS,away
201409110MIL,home
201404040HOU,away
201404160SDN,home
201408190COL,away
201404120BAL,home
201406030NYA,away
201408170MIA,away
201408170MIN,home
201407180DET,away
201407240ATL,away
201404162NYA,home
201407240MIN,away
201409050CIN,home
201407052BOS,away
201407110CIN,home
201406010SEA,home
201407060SLN,away
201408100HOU,away
201407110TBA,away
201407260ATL,home
201406130SFN,away
201408300TOR,home
201406090SFN,away
201407050CIN,away
201405060BOS,home
201407060WAS,home
201408150SLN,home
201404120TEX,away
201405030ATL,away
201404010HOU,home
201404250BAL,away
201408250PHI,home
201404110ARI,away
201406160BOS,home
201409250TOR,away
201409140BAL,home
201408080MIL,home
201404150CIN,home
201407040SLN,home
201409120SFN,home
201405250PIT,away
201405040CLE,away
201406030HOU,home
201405260ATL,away
201406080SFN,home
201409030SDN,away
201406060SDN,away
201406150MIL,home
201408010OAK,away
201405300BOS,home
201406150MIA,home
201407040NYN,home
201405270ATL,away
201405310LAN,away
201406280PIT,away
201409270BOS,away
201405190WAS,away
201409130KCA,home
201405170WAS,away
201405220TBA,home
201407290KCA,away
201409080TOR,home
201406270HOU,home
201407130SFN,home
201407240TOR,home
201407030BAL,home
201404280ANA,home
201407270NYA,away
201409170CHN,home
201409250CIN,home
201404160HOU,away
201405030CHN,home
201404250TOR,away
201405220BOS,away
201407230OAK,home
201405280TOR,home
201407210PHI,away
201409090CHA,home
201407020ATL,home
201406070COL,home
201405151CIN,home
201404220PIT,away
201405290HOU,home
201408010BOS,home
201405230TOR,home
201407270TEX,away
201404140SDN,home
201408150COL,away
201404010TEX,home
201408170CLE,away
201405220SEA,home
201408090BAL,away
201405020KCA,away
201405050SDN,home
201403310DET,home
201407210MIN,home
201408260SFN,home
201407210MIL,home
201408280DET,home
201404270LAN,away
201407040CIN,home
201405290SLN,away
201409190ATL,away
201409020OAK,away
201405160MIN,home
201406070TOR,away
201404300SLN,home
201406060TBA,home
201407290DET,home
201405080LAN,away
201409190CHN,home
201409250DET,home
201404130CHA,home
201409150NYN,away
201404290SFN,home
201405080CHA,home
201404230SEA,home
201405160CLE,away
201404240NYN,home
201409220LAN,away
201408310SDN,away
201409030KCA,home
201405290LAN,away
201407050WAS,home
201406200WAS,away
201406100CIN,away
201407100CLE,home
201407310WAS,home
201405030BOS,home
201404020CIN,home
201404040DET,away
201408180WAS,home
201408080HOU,home
201407090SEA,away
201405060SDN,away
201408170BOS,away
201406040TBA,away
201404090PHI,away
201408040LAN,away
201409230NYA,away
201405280PHI,home
201404140ARI,away
201406270MIA,away
201405170KCA,home
201406270MIL,home
201408230PHI,away
201406010CHA,home
201407180WAS,away
201405270KCA,away
201408270NYN,away
201406100PIT,away
201408060MIL,away
201408020SDN,home
201408060MIN,away
201405220DET,away
201407300DET,home
201408220BOS,away
201409030MIN,away
201404080LAN,home
201408200OAK,away
201406180SLN,away
201404120ANA,away
201405280MIL,home
201405280MIN,away
201407120SFN,away
201405250SDN,home
201407310DET,away
201404060TOR,away
201408110ATL,away
201404210NYN,home
201406250CHN,away
201405130ARI,home
201408210CIN,away
201405170SLN,home
201406290BAL,home
201405250PHI,away
201406280SFN,away
201405260LAN,home
201405040COL,away
201405080TOR,away
201407220CHA,away
201406110SFN,away
201408220NYA,home
201404280SLN,away
201406120BOS,home
201407290BAL,home
201407220CHN,home
201408260PHI,home
201408100SEA,home
201405200CLE,home
201407190CHA,home
201408200WAS,home
201409020NYA,away
201407290HOU,away
201404050NYN,home
201403230ARI,away
201406040ATL,away
201409070MIA,home
201408150TEX,away
201407250SEA,away
201409070MIN,home
201405310TOR,away
201406020NYA,home
201404050MIA,home
201409080DET,home
201409180HOU,away
201406090CIN,away
201405190KCA,away
201408270ARI,away
201404210SEA,away
201405030CIN,home
201407020PIT,home
201404190SDN,home
201405050WAS,home
201405070TOR,home
201406180ATL,home
201407200ANA,home
201407090DET,home
201407230ARI,home
201406070ANA,home
201407040WAS,away
201408270TOR,home
201406150SFN,away
201405250DET,home
201409240DET,home
201409280MIL,away
201408070TOR,away
201405050DET,home
201408260ARI,away
201407110CHN,home
201404060CLE,home
201406290NYA,away
201409260DET,home
201408030CLE,home
201409090NYN,home
201407230COL,home
201406170NYA,home
201406050MIN,away
201409190SDN,home
201406220CLE,home
201405220PIT,home
201408120SEA,home
201408090ARI,away
201407070TEX,home
201408220PHI,home
201406110PIT,home
201407040CHA,home
201405180CHN,home
201408270DET,away
201407060NYN,home
201404130CIN,away
201405200NYN,away
201405050ANA,home
201405181NYA,home
201408180SLN,home
201409010CHN,home
201406010TOR,home
201407070NYN,home
201407010BOS,away
201405011BAL,home
201408310SEA,home
201408210BOS,away
201405210ANA,home
201409240MIA,away
201409080PHI,away
201409240MIN,home
201408060ARI,away
201406200SLN,away
201408020BOS,away
201409132CHA,home
201404120MIN,home
201404120MIL,home
201409090BOS,away
201407130SEA,away
201409080BOS,away
201408080ANA,away
201406170BOS,home
